#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
job opportunity	201306	2436	275	260	321	2436	7407	317	302	380	7407	644	57	57	63	644	616	79	71	112	616
job posting	201306	1986	149	141	256	1986	2404	199	175	280	2404	215	29	28	45	215	579	49	46	75	579
we are hiring	201306	6691	700	646	746	6691	7965	781	707	785	7965	1673	170	154	180	1673	1594	196	180	191	1594
all	201307	85099	16108	5149	4573	85099	61979	19471	4920	5005	61979	36586	4073	1374	1596	36586	15410	4157	1332	1186	15410
all old	201307	24865	1693	1557	1831	24865	17416	1529	1431	2049	17416	6080	407	375	542	6080	5709	472	448	489	5709
hashtags	201307	62872	14810	3926	3044	62872	46570	18287	3798	3185	46570	31217	3765	1078	1157	31217	10277	3774	966	764	10277
job opening	201307	5296	396	365	417	5296	6106	410	394	686	6106	775	92	81	136	775	2039	125	120	134	2039
job opportunity	201307	4224	371	362	508	4224	2575	282	267	343	2575	718	82	77	90	718	1305	108	108	147	1305
job posting	201307	7420	141	126	174	7420	1928	149	139	262	1928	2095	37	37	63	2095	254	37	33	30	254
we are hiring	201307	8103	811	731	739	8103	6843	708	653	758	6843	2492	199	184	253	2492	2270	211	196	185	2270
all	201308	80170	11317	5316	8459	80170	85095	15871	5137	4529	85095	19191	2775	1230	2049	19191	20356	2772	1267	1986	20356
all old	201308	32827	1739	1578	3672	32827	25019	1674	1541	1827	25019	8348	431	385	960	8348	8441	383	349	810	8441
hashtags	201308	52006	10009	4099	5408	52006	62494	14588	3925	3000	62494	12369	2443	929	1270	12369	13256	2504	1016	1385	13256
job opening	201308	8393	377	352	889	8393	5264	398	369	429	5264	1190	96	88	155	1190	3520	101	94	214	3520
job opportunity	201308	9330	416	395	1220	9330	4259	368	359	505	4259	2776	107	95	412	2776	1370	76	72	227	1370
job posting	201308	2721	153	141	279	2721	7383	136	123	165	7383	496	39	31	64	496	619	27	27	54	619
